,Company,TypeName,Inches,Ram,OpSys,Weight (kg),Price_euros,Brand,Resolution,Pixel Width,Pixel Height,Total Pixels,Pixel Density,IPS Panel,Touchscreen,Cpu Clock Speed (GHz),Cpu Brand,Simple Cpu Brand,Cpu Company,Memory Type,HDD Memory (GB),Hybrid Memory (GB),Flash Memory (GB),SSD Memory (GB),Total Memory (GB),Gpu Brand,Simple Gpu Brand,Gpu Company,Simple OpSys
232,Lenovo,Gaming,15.6,16GB,Windows 10,3.2,1499.0,LEGION,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
645,Lenovo,Notebook,14.0,4GB,Windows 10,1.43,274.0,IDEAPAD,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Windows
33,Dell,Ultrabook,13.3,16GB,Windows 10,1.2,1869.0,XPS,3200 x 1800,3200,1800,5760000,276.053530085501,False,True,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel UHD Graphics,Intel UHD,Intel,Windows
1257,Dell,Notebook,15.6,4GB,Windows 10,2.29,490.0,VOSTRO,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
1068,Dell,Gaming,15.6,16GB,Windows 10,3.21,1329.0,ALIENWARE,3840 x 2160,3840,2160,8294400,282.42399616439724,False,False,2.6,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
865,HP,Notebook,15.6,4GB,Windows 10,2.07,910.0,PROBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.3,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
341,Lenovo,Notebook,15.6,12GB,Windows 10,2.2,899.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,3.6,AMD A12-Series,AMD,AMD,HDD,2000,0,0,0,2000,AMD Radeon,AMD Radeon,AMD,Windows
1085,HP,Notebook,14.0,4GB,Windows 7,1.54,1030.99,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.3,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
199,HP,Notebook,17.3,8GB,Windows 10,2.5,1045.0,PROBOOK,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
429,Mediacom,2 in 1 Convertible,11.6,4GB,Windows 10,1.16,299.0,FLEXBOOK,1920 x 1080,1920,1080,2073600,189.90579052433606,True,True,1.1,Intel Celeron Dual Core,Intel Other,Intel,SSD,0,0,0,32,32,Intel HD Graphics,Intel HD,Intel,Windows
1283,Asus,Notebook,15.6,4GB,Windows 10,2.2,720.32,VIVOBOOK,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,Intel Core i7,Intel Higher,Intel,HDD,500,0,0,0,500,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
876,Asus,Notebook,15.6,4GB,Linux,2.0,398.99,VIVOBOOK,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.1,Intel Pentium Quad Core,Intel Other,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Linux
730,Acer,Gaming,17.3,16GB,Windows 10,4.2,1935.0,PREDATOR,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.6,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
919,MSI,Gaming,15.6,8GB,Windows 10,2.2,1119.91,GL,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
297,Dell,Workstation,17.3,16GB,Windows 10,3.42,2884.86,PRECISION,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.9,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia Quadro,Nvidia Quadro,Nvidia,Windows
73,MSI,Gaming,17.3,8GB,Windows 10,2.7,1095.0,GL,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.5,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
807,HP,Notebook,15.6,8GB,Windows 10,2.04,629.0,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,AMD A12-Series,AMD,AMD,HDD,2000,0,0,0,2000,AMD Radeon R7,AMD Radeon,AMD,Windows
547,Lenovo,Notebook,15.6,4GB,No OS,2.15,462.35,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.3,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,No OS
949,Acer,Notebook,14.0,4GB,Chrome OS,1.68,349.0,CHROMEBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Other
1180,Lenovo,2 in 1 Convertible,14.0,8GB,Windows 10,1.36,1637.0,THINKPAD,2560 x 1440,2560,1440,3686400,209.8006828649808,True,True,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
821,Toshiba,Ultrabook,14.0,4GB,Windows 10,1.25,1090.0,TECRA,1366 x 768,1366,768,1049088,111.93520355955211,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
663,HP,Notebook,15.6,6GB,Windows 10,2.04,539.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,AMD Radeon R5,AMD Radeon,AMD,Windows
1170,HP,Notebook,15.6,8GB,Windows 10,1.96,679.0,250,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
623,Fujitsu,Notebook,15.6,8GB,Windows 10,2.2,799.0,LIFEBOOK,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
212,HP,Notebook,15.6,4GB,No OS,2.1,349.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,No OS
1035,HP,Ultrabook,12.5,8GB,Windows 10,1.26,1349.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,176.23257360658386,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1178,MSI,Gaming,15.6,16GB,Windows 10,1.91,2153.37,GHOST,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.6,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1205,Dell,Notebook,15.6,8GB,Windows 10,2.36,889.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,AMD Radeon R7,AMD Radeon,AMD,Windows
727,Dell,2 in 1 Convertible,13.3,4GB,Windows 10,1.71,649.0,INSPIRON,1920 x 1080,1920,1080,2073600,165.6321180513006,False,True,2.4,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
701,Lenovo,Notebook,15.6,4GB,Windows 10,2.2,399.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.9,AMD A9-Series,AMD,AMD,SSD,0,0,0,256,256,AMD Radeon,AMD Radeon,AMD,Windows
1022,HP,Notebook,13.3,8GB,Windows 10,1.11,1149.0,SPECTRE,1920 x 1080,1920,1080,2073600,165.6321180513006,True,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1244,HP,Notebook,14.0,4GB,Windows 7,1.54,1099.99,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
234,Acer,2 in 1 Convertible,13.3,8GB,Windows 10,1.6,689.0,ASPIRE,1920 x 1080,1920,1080,2073600,165.6321180513006,True,True,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1007,HP,Ultrabook,14.0,8GB,Windows 7,1.43,1449.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.6,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
978,HP,Notebook,15.6,6GB,Windows 10,2.04,579.0,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
67,HP,Notebook,14.0,4GB,Windows 10,1.44,229.0,STREAM,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,SSD,0,0,0,32,32,Intel HD Graphics,Intel HD,Intel,Windows
24,HP,Ultrabook,15.6,8GB,Windows 10,1.91,659.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
216,Lenovo,Notebook,17.3,8GB,No OS,2.8,589.0,IDEAPAD,1600 x 900,1600,900,1440000,106.11306214269258,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,No OS
812,Samsung,Ultrabook,13.3,8GB,Windows 10,0.81,1499.0,NOTEBOOK,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
735,Lenovo,Notebook,15.6,4GB,Windows 10,1.85,779.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
111,Dell,Ultrabook,13.3,8GB,Windows 10,1.23,1379.0,XPS,3200 x 1800,3200,1800,5760000,276.053530085501,False,True,2.4,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel Iris Plus Graphics,Intel Iris,Intel,Windows
166,Acer,Notebook,15.6,4GB,Windows 10,2.1,363.51,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.1,Intel Pentium Quad Core,Intel Other,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
1242,Acer,Notebook,15.6,4GB,Linux,2.4,361.8,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Linux
207,Dell,Ultrabook,13.3,8GB,Windows 10,1.21,1949.0,XPS,3840 x 2160,3840,2160,8294400,331.2642361026012,True,True,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
274,Toshiba,Notebook,15.6,8GB,Windows 10,2.2,812.0,SATELLITE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,Intel Core i7,Intel Higher,Intel,HDD,500,0,0,0,500,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
41,Dell,Gaming,15.6,16GB,Windows 10,2.65,1499.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
591,Lenovo,Notebook,15.6,12GB,Windows 10,2.2,949.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,3.6,AMD A12-Series,AMD,AMD,SSD,0,0,0,512,512,AMD Radeon,AMD Radeon,AMD,Windows
525,Lenovo,Notebook,14.0,8GB,Windows 7,2.02,1340.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
287,Asus,Ultrabook,15.6,8GB,Windows 10,1.7,977.0,VIVOBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
469,Lenovo,Ultrabook,14.0,12GB,Windows 10,1.4,1858.0,THINKPAD,2560 x 1440,2560,1440,3686400,209.8006828649808,True,False,2.6,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
121,MSI,Gaming,15.6,16GB,Windows 10,1.8,2241.5,STEALTH,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,2000,0,0,256,2256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1298,Lenovo,2 in 1 Convertible,14.0,4GB,Windows 10,1.8,638.0,YOGA,1920 x 1080,1920,1080,2073600,157.3505121487356,True,True,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
928,Dell,Notebook,15.6,4GB,Windows 10,2.18,708.06,VOSTRO,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
673,Lenovo,Notebook,15.6,4GB,Windows 10,2.2,349.0,IDEAPAD,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.2,AMD E-Series,AMD,AMD,SSD,0,0,0,128,128,AMD Radeon R2,AMD Radeon,AMD,Windows
1141,MSI,Gaming,15.6,8GB,Windows 10,2.4,1142.8,LEOPARD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
886,Dell,Notebook,15.6,4GB,Linux,2.18,455.7,VOSTRO,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,AMD Radeon R5,AMD Radeon,AMD,Linux
956,Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.24,1899.0,XPS,1920 x 1080,1920,1080,2073600,165.6321180513006,False,True,1.2,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
25,Dell,Notebook,15.6,4GB,Windows 10,2.3,418.64,INSPIRON,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
1134,Acer,Notebook,15.6,4GB,Windows 10,2.23,616.0,ASPIRE,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
149,Acer,Notebook,15.6,4GB,Windows 10,2.1,447.0,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
925,Dell,Notebook,15.6,4GB,Windows 10,1.95,729.9,LATITUDE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.3,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
696,Lenovo,2 in 1 Convertible,14.0,16GB,Windows 10,1.38,1749.0,YOGA,1920 x 1080,1920,1080,2073600,157.3505121487356,False,True,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
843,Dell,Notebook,15.6,8GB,Windows 10,2.18,713.99,VOSTRO,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
889,Lenovo,Notebook,17.3,4GB,Windows 10,2.8,379.0,IDEAPAD,1600 x 900,1600,900,1440000,106.11306214269258,False,False,2.2,AMD A4-Series,AMD,AMD,HDD,500,0,0,0,500,AMD Radeon R3,AMD Radeon,AMD,Windows
598,Dell,2 in 1 Convertible,12.5,8GB,Windows 10,1.34,1670.0,LATITUDE,1920 x 1080,1920,1080,2073600,176.23257360658386,False,True,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1020,Dell,2 in 1 Convertible,15.6,4GB,Windows 10,2.08,795.99,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,True,True,2.3,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
139,HP,Notebook,13.3,4GB,Windows 10,1.32,699.0,ENVY,1920 x 1080,1920,1080,2073600,165.6321180513006,True,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1004,Toshiba,Notebook,13.3,4GB,Windows 10,1.2,1195.0,PORTEGE,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
323,HP,Notebook,15.6,8GB,Windows 10,2.1,902.0,PROBOOK,1366 x 768,1366,768,1049088,100.45466986113651,True,False,1.8,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Intel UHD Graphics,Intel UHD,Intel,Windows
180,Dell,Notebook,15.6,16GB,Linux,2.02,1049.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.8,Intel Core i7,Intel Higher,Intel,Hybrid,2000,0,0,256,2256,AMD Radeon,AMD Radeon,AMD,Linux
450,HP,Notebook,15.6,8GB,Windows 10,1.91,589.0,PAVILION,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
607,Lenovo,Notebook,15.6,6GB,Windows 10,2.4,564.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
1043,Lenovo,Notebook,15.6,8GB,Windows 10,2.3,1049.6,THINKPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
296,Acer,Notebook,15.6,8GB,Linux,2.5,979.0,ASPIRE,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Linux
94,Asus,Ultrabook,14.0,8GB,Windows 10,1.25,1049.0,ZENBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1181,Lenovo,Ultrabook,15.6,6GB,Windows 10,1.54,831.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
637,Lenovo,Notebook,14.0,2GB,Windows 10,1.42,249.0,IDEAPAD,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Windows
286,Lenovo,Notebook,15.6,8GB,Windows 10,1.95,1097.0,THINKPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
488,Lenovo,Ultrabook,12.5,16GB,Windows 10,1.36,1798.0,THINKPAD,1920 x 1080,1920,1080,2073600,176.23257360658386,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
444,HP,Gaming,15.6,8GB,Windows 10,2.2,1099.0,OMEN,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
275,Dell,Notebook,15.6,12GB,Windows 10,2.3,713.07,INSPIRON,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
806,Toshiba,Notebook,15.6,4GB,Windows 10,2.1,780.0,SATELLITE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.3,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
1152,Lenovo,Notebook,15.6,8GB,No OS,2.32,599.0,B51,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.3,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,AMD Radeon R5,AMD Radeon,AMD,No OS
32,HP,Notebook,17.3,4GB,Windows 10,2.71,439.0,PAVILION,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.5,AMD A6-Series,AMD,AMD,HDD,500,0,0,0,500,AMD Radeon,AMD Radeon,AMD,Windows
1104,Lenovo,Gaming,15.6,16GB,Windows 10,2.4,1199.0,LEGION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
307,Toshiba,Notebook,15.6,8GB,Windows 10,2.2,1043.0,SATELLITE,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
770,Dell,Notebook,15.6,16GB,Windows 10,2.3,1181.27,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,AMD Radeon R7,AMD Radeon,AMD,Windows
11,HP,Notebook,15.6,4GB,No OS,1.86,344.99,250,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,No OS
872,Toshiba,Notebook,15.6,8GB,Windows 10,2.0,1388.0,TECRA,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1067,Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.62,798.01,INSPIRON,1920 x 1080,1920,1080,2073600,165.6321180513006,False,True,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
86,HP,Ultrabook,15.6,8GB,Windows 10,1.83,699.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
778,Razer,Gaming,14.0,16GB,Windows 10,1.95,2899.0,BLADE,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1060,HP,Notebook,15.6,8GB,Windows 10,2.04,1070.0,PROBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1291,Acer,Notebook,15.6,4GB,Linux,2.4,289.0,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Linux
1082,Lenovo,2 in 1 Convertible,10.1,4GB,Windows 10,0.69,646.27,YOGA,1920 x 1200,1920,1200,2304000,224.17380907857276,True,True,1.44,Intel Atom,Intel Other,Intel,Flash,0,0,64,0,64,Intel HD Graphics,Intel HD,Intel,Windows
1065,Dell,Ultrabook,13.3,8GB,Windows 10,1.29,1458.0,XPS,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
782,Toshiba,Ultrabook,14.0,16GB,Windows 10,1.47,1764.0,TECRA,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.6,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
562,HP,Ultrabook,13.3,16GB,Windows 10,1.16,1965.0,ELITEBOOK,3200 x 1800,3200,1800,5760000,276.053530085501,True,True,1.2,Intel Core M,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
209,Lenovo,Notebook,15.6,8GB,Windows 10,2.2,597.0,IDEAPAD,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1172,Asus,Notebook,15.6,4GB,Windows 10,2.2,369.0,VIVOBOOK,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
739,Acer,Notebook,15.6,4GB,Windows 10,2.4,410.8,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
